"Town/County","FIPS","Year","NAICS Code","Industry Name","Rank","Measure Type","Variable","Value"
"Lisbon","0901143230",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",48118.9
"Lisbon","0901143230",2015,"23","Construction",-1,"Number","Number of Employers",11
"Lisbon","0901143230",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Lisbon","0901143230",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Lisbon","0901143230",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Lisbon","0901143230",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",1048.25
"Lisbon","0901143230",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",23715.7
"Lisbon","0901143230",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",22
"Lisbon","0901143230",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",1706
"Lisbon","0901143230",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",25971.4
"Lisbon","0901143230",2015,"","Total - All Industries",-1,"Number","Number of Employers",89
"Lisbon","0901143230",2015,"","Total Government",-1,"Number","Annual Average Employment",113.17
"Lisbon","0901143230",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",43263.1
"Lisbon","0901143230",2015,"","Total Government",-1,"Number","Number of Employers",7
"Lisbon","0901143230",2015,"72","Accommodation and Food Services",1,"Number","Annual Average Employment",279.75
"Lisbon","0901143230",2015,"72","Accommodation and Food Services",1,"US Dollars","Annual Average Wage",17489
"Lisbon","0901143230",2015,"72","Accommodation and Food Services",1,"Number","Number of Employers",11
"Lisbon","0901143230",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",113
"Lisbon","0901143230",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",42872.3
"Lisbon","0901143230",2015,"","Local/Municipal Government",2,"Number","Number of Employers",6
"Lisbon","0901143230",2015,"56","Administrative and Waste Services",3,"Number","Annual Average Employment",42.17
"Lisbon","0901143230",2015,"56","Administrative and Waste Services",3,"US Dollars","Annual Average Wage",74541.8
"Lisbon","0901143230",2015,"56","Administrative and Waste Services",3,"Number","Number of Employers",5
"Litchfield","0900543370",2014,"23","Construction",-1,"Number","Annual Average Employment",154.5
"Litchfield","0900543370",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",49190.4
"Litchfield","0900543370",2014,"23","Construction",-1,"Number","Number of Employers",36
"Litchfield","0900543370",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",63.92
"Litchfield","0900543370",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",26021.1
"Litchfield","0900543370",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",11
"Litchfield","0900543370",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",565
"Litchfield","0900543370",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32236.8
"Litchfield","0900543370",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",47
"Litchfield","0900543370",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",3566.67
"Litchfield","0900543370",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",39629.2
"Litchfield","0900543370",2014,"","Total - All Industries",-1,"Number","Number of Employers",370
"Litchfield","0900543370",2014,"","Total Government",-1,"Number","Annual Average Employment",719.83
"Litchfield","0900543370",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",57499.1
"Litchfield","0900543370",2014,"","Total Government",-1,"Number","Number of Employers",27
"Litchfield","0900543370",2014,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",463.42
"Litchfield","0900543370",2014,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",36092.8
"Litchfield","0900543370",2014,"62","Health Care and Social Assistance",1,"Number","Number of Employers",30
"Litchfield","0900543370",2014,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",411.25
"Litchfield","0900543370",2014,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",20196.2
"Litchfield","0900543370",2014,"72","Accommodation and Food Services",2,"Number","Number of Employers",28
"Litchfield","0900543370",2014,"","Local/Municipal Government",3,"Number","Annual Average Employment",382
"Litchfield","0900543370",2014,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",52210.3
"Litchfield","0900543370",2014,"","Local/Municipal Government",3,"Number","Number of Employers",14
"Litchfield","0900543370",2015,"23","Construction",-1,"Number","Annual Average Employment",151.08
"Litchfield","0900543370",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",53203.1
"Litchfield","0900543370",2015,"23","Construction",-1,"Number","Number of Employers",36
"Litchfield","0900543370",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",66.75
"Litchfield","0900543370",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",27967.8
"Litchfield","0900543370",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",12
"Litchfield","0900543370",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",554.92
"Litchfield","0900543370",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",36112.6
"Litchfield","0900543370",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",50
"Litchfield","0900543370",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",3569.92
"Litchfield","0900543370",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",41497.3
"Litchfield","0900543370",2015,"","Total - All Industries",-1,"Number","Number of Employers",379
"Litchfield","0900543370",2015,"","Total Government",-1,"Number","Annual Average Employment",708.17
"Litchfield","0900543370",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",60255.8
"Litchfield","0900543370",2015,"","Total Government",-1,"Number","Number of Employers",27
"Litchfield","0900543370",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",464.58
"Litchfield","0900543370",2015,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",37595.6
"Litchfield","0900543370",2015,"62","Health Care and Social Assistance",1,"Number","Number of Employers",30
"Litchfield","0900543370",2015,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",411.92
"Litchfield","0900543370",2015,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",20382
"Litchfield","0900543370",2015,"72","Accommodation and Food Services",2,"Number","Number of Employers",33
"Litchfield","0900543370",2015,"","Local/Municipal Government",3,"Number","Annual Average Employment",372.33
"Litchfield","0900543370",2015,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",55173.2
"Litchfield","0900543370",2015,"","Local/Municipal Government",3,"Number","Number of Employers",14
"Litchfield County","09005",2014,"","All Industries",-1,"Number","Annual Average Employment",61312
"Litchfield County","09005",2014,"","All Industries",-1,"US Dollars","Annual Average Wage",43302
"Litchfield County","09005",2014,"","All Industries",-1,"Number","Number of Employers",5872
"Litchfield County","09005",2014,"23","Construction",-1,"Number","Annual Average Employment",1973
"Litchfield County","09005",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",57690
"Litchfield County","09005",2014,"23","Construction",-1,"Number","Number of Employers",708
"Litchfield County","09005",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",9477
"Litchfield County","09005",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",56903
"Litchfield County","09005",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",373
"Litchfield County","09005",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",8320
"Litchfield County","09005",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",31276
"Litchfield County","09005",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",651
"Litchfield County","09005",2014,"","Total Government",-1,"Number","Annual Average Employment",8363
"Litchfield County","09005",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",51866.3
"Litchfield County","09005",2014,"","Total Government",-1,"Number","Number of Employers",332
"Litchfield County","09005",2014,"","Total Private",1,"Number","Annual Average Employment",52949
"Litchfield County","09005",2014,"","Total Private",1,"US Dollars","Annual Average Wage",41949
"Litchfield County","09005",2014,"","Total Private",1,"Number","Number of Employers",5540
"Litchfield County","09005",2014,"","Local/Municipal Government",2,"Number","Annual Average Employment",6570
"Litchfield County","09005",2014,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",49156
"Litchfield County","09005",2014,"","Local/Municipal Government",2,"Number","Number of Employers",246
"Litchfield County","09005",2014,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",2474
"Litchfield County","09005",2014,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",15840
"Litchfield County","09005",2014,"72","Accommodation and Food Services",3,"Number","Number of Employers",420
"Litchfield County","09005",2015,"","All Industries",-1,"Number","Annual Average Employment",61450
"Litchfield County","09005",2015,"","All Industries",-1,"US Dollars","Annual Average Wage",44713
"Litchfield County","09005",2015,"","All Industries",-1,"Number","Number of Employers",5948
"Litchfield County","09005",2015,"23","Construction",-1,"Number","Annual Average Employment",2012
"Litchfield County","09005",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",61910
"Litchfield County","09005",2015,"23","Construction",-1,"Number","Number of Employers",711
"Litchfield County","09005",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",9520
"Litchfield County","09005",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",57766
"Litchfield County","09005",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",361
"Litchfield County","09005",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",8242
"Litchfield County","09005",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32313
"Litchfield County","09005",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",661
"Litchfield County","09005",2015,"","Total Government",-1,"Number","Annual Average Employment",8253
"Litchfield County","09005",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",53376
"Litchfield County","09005",2015,"","Total Government",-1,"Number","Number of Employers",335
"Litchfield County","09005",2015,"","Total Private",1,"Number","Annual Average Employment",53198
"Litchfield County","09005",2015,"","Total Private",1,"US Dollars","Annual Average Wage",43368
"Litchfield County","09005",2015,"","Total Private",1,"Number","Number of Employers",5613
"Litchfield County","09005",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",6440
"Litchfield County","09005",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",50684
"Litchfield County","09005",2015,"","Local/Municipal Government",2,"Number","Number of Employers",248
"Litchfield County","09005",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",2483
"Litchfield County","09005",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",15859.5
"Litchfield County","09005",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",428
"Lyme","0901144210",2014,"23","Construction",-1,"Number","Annual Average Employment",38.08
"Lyme","0901144210",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",55621.3
"Lyme","0901144210",2014,"23","Construction",-1,"Number","Number of Employers",9
"Lyme","0901144210",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",48.83
"Lyme","0901144210",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",46712.3
"Lyme","0901144210",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",4
"Lyme","0901144210",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",218.67
"Lyme","0901144210",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",52702.6
"Lyme","0901144210",2014,"","Total - All Industries",-1,"Number","Number of Employers",65
"Lyme","0901144210",2014,"","Total Government",-1,"Number","Annual Average Employment",22.42
"Lyme","0901144210",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",29069.4
"Lyme","0901144210",2014,"","Total Government",-1,"Number","Number of Employers",7
"Lyme","0901144210",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",21.33
"Lyme","0901144210",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",28820.8
"Lyme","0901144210",2014,"","Local/Municipal Government",1,"Number","Number of Employers",6
"Lyme","0901144210",2014,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",19.75
"Lyme","0901144210",2014,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",51660.1
"Lyme","0901144210",2014,"62","Health Care and Social Assistance",2,"Number","Number of Employers",4
"Lyme","0901144210",2014,"81","Other Services (except Public Administration)",3,"Number","Annual Average Employment",17.08
"Lyme","0901144210",2014,"81","Other Services (except Public Administration)",3,"US Dollars","Annual Average Wage",27624
"Lyme","0901144210",2014,"81","Other Services (except Public Administration)",3,"Number","Number of Employers",13
"Lyme","0901144210",2015,"23","Construction",-1,"Number","Annual Average Employment",35.08
"Lyme","0901144210",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",63843.2
"Lyme","0901144210",2015,"23","Construction",-1,"Number","Number of Employers",10
"Lyme","0901144210",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",42.83
"Lyme","0901144210",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",56048.2
"Lyme","0901144210",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",5
"Lyme","0901144210",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",213.58
"Lyme","0901144210",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",58702
"Lyme","0901144210",2015,"","Total - All Industries",-1,"Number","Number of Employers",65
"Lyme","0901144210",2015,"","Total Government",-1,"Number","Annual Average Employment",22.25
"Lyme","0901144210",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",32250.4
"Lyme","0901144210",2015,"","Total Government",-1,"Number","Number of Employers",7
"Lyme","0901144210",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",21.17
"Lyme","0901144210",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",31145.6
"Lyme","0901144210",2015,"","Local/Municipal Government",1,"Number","Number of Employers",6
"Lyme","0901144210",2015,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",20.42
"Lyme","0901144210",2015,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",64901.8
"Lyme","0901144210",2015,"62","Health Care and Social Assistance",2,"Number","Number of Employers",4
"Lyme","0901144210",2015,"81","Other Services (except Public Administration)",3,"Number","Annual Average Employment",18.58
"Lyme","0901144210",2015,"81","Other Services (except Public Administration)",3,"US Dollars","Annual Average Wage",31040.8
"Lyme","0901144210",2015,"81","Other Services (except Public Administration)",3,"Number","Number of Employers",16
"Madison","0900944560",2014,"23","Construction",-1,"Number","Annual Average Employment",110.5
"Madison","0900944560",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",40830.4
"Madison","0900944560",2014,"23","Construction",-1,"Number","Number of Employers",45
"Madison","0900944560",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",144.92
"Madison","0900944560",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",51548.1
"Madison","0900944560",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",12
"Madison","0900944560",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",656.25
"Madison","0900944560",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",30925.4
"Madison","0900944560",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",64
"Madison","0900944560",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",4819.08
"Madison","0900944560",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",48832.4
"Madison","0900944560",2014,"","Total - All Industries",-1,"Number","Number of Employers",663
"Madison","0900944560",2014,"","Total Government",-1,"Number","Annual Average Employment",879.42
"Madison","0900944560",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",51262.1
"Madison","0900944560",2014,"","Total Government",-1,"Number","Number of Employers",20
"Madison","0900944560",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",786.67
"Madison","0900944560",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",50891.1
"Madison","0900944560",2014,"","Local/Municipal Government",1,"Number","Number of Employers",18
"Madison","0900944560",2014,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",722.67
"Madison","0900944560",2014,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",35027.8
"Madison","0900944560",2014,"62","Health Care and Social Assistance",2,"Number","Number of Employers",64
"Madison","0900944560",2014,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",599.92
"Madison","0900944560",2014,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",19351.6
"Madison","0900944560",2014,"72","Accommodation and Food Services",3,"Number","Number of Employers",43
"Madison","0900944560",2015,"23","Construction",-1,"Number","Annual Average Employment",122.67
"Madison","0900944560",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",46219.3
"Madison","0900944560",2015,"23","Construction",-1,"Number","Number of Employers",45
"Madison","0900944560",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",136.67
"Madison","0900944560",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",52200.7
"Madison","0900944560",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",11
"Madison","0900944560",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",623.5
"Madison","0900944560",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32793.1
"Madison","0900944560",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",65
"Madison","0900944560",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",4953.83
"Madison","0900944560",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",50941.6
"Madison","0900944560",2015,"","Total - All Industries",-1,"Number","Number of Employers",677
"Madison","0900944560",2015,"","Total Government",-1,"Number","Annual Average Employment",889.33
"Madison","0900944560",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",53600.8
"Madison","0900944560",2015,"","Total Government",-1,"Number","Number of Employers",20
"Madison","0900944560",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",794.58
"Madison","0900944560",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",53192.7
"Madison","0900944560",2015,"","Local/Municipal Government",1,"Number","Number of Employers",18
"Madison","0900944560",2015,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",715.58
"Madison","0900944560",2015,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",36532.5
"Madison","0900944560",2015,"62","Health Care and Social Assistance",2,"Number","Number of Employers",66
"Madison","0900944560",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",688.08
"Madison","0900944560",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",19761.2
"Madison","0900944560",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",45
"Manchester","0900344700",2014,"23","Construction",-1,"Number","Annual Average Employment",947.92
"Manchester","0900344700",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",57354.6
"Manchester","0900344700",2014,"23","Construction",-1,"Number","Number of Employers",112
"Manchester","0900344700",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",2472.67
"Manchester","0900344700",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",67883.8
"Manchester","0900344700",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",71
"Manchester","0900344700",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",6494.92
"Manchester","0900344700",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",28412.8
"Manchester","0900344700",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",332
"Manchester","0900344700",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",27605.8
"Manchester","0900344700",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",43532
"Manchester","0900344700",2014,"","Total - All Industries",-1,"Number","Number of Employers",1696
"Manchester","0900344700",2014,"","Total Government",-1,"Number","Annual Average Employment",3416.67
"Manchester","0900344700",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",52806.4
"Manchester","0900344700",2014,"","Total Government",-1,"Number","Number of Employers",35
"Manchester","0900344700",2014,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",5140.17
"Manchester","0900344700",2014,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",52207.7
"Manchester","0900344700",2014,"62","Health Care and Social Assistance",1,"Number","Number of Employers",197
"Manchester","0900344700",2014,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",3194.58
"Manchester","0900344700",2014,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",17169.1
"Manchester","0900344700",2014,"72","Accommodation and Food Services",2,"Number","Number of Employers",160
"Manchester","0900344700",2014,"","Local/Municipal Government",3,"Number","Annual Average Employment",2063.42
"Manchester","0900344700",2014,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",53484.6
"Manchester","0900344700",2014,"","Local/Municipal Government",3,"Number","Number of Employers",19
"Manchester","0900344700",2015,"23","Construction",-1,"Number","Annual Average Employment",912.58
"Manchester","0900344700",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",63036.2
"Manchester","0900344700",2015,"23","Construction",-1,"Number","Number of Employers",110
"Manchester","0900344700",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",2467.58
"Manchester","0900344700",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",67784.5
"Manchester","0900344700",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",74
"Manchester","0900344700",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",6438.33
"Manchester","0900344700",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",29281.9
"Manchester","0900344700",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",333
"Manchester","0900344700",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",27482.8
"Manchester","0900344700",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",44516.6
"Manchester","0900344700",2015,"","Total - All Industries",-1,"Number","Number of Employers",1712
"Manchester","0900344700",2015,"","Total Government",-1,"Number","Annual Average Employment",3429.08
"Manchester","0900344700",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",53484.8
"Manchester","0900344700",2015,"","Total Government",-1,"Number","Number of Employers",35
"Manchester","0900344700",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",5096.92
"Manchester","0900344700",2015,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",53278.9
"Manchester","0900344700",2015,"62","Health Care and Social Assistance",1,"Number","Number of Employers",196
"Manchester","0900344700",2015,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",3310.92
"Manchester","0900344700",2015,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",18289.9
"Manchester","0900344700",2015,"72","Accommodation and Food Services",2,"Number","Number of Employers",164
"Manchester","0900344700",2015,"","Local/Municipal Government",3,"Number","Annual Average Employment",2061.58
"Manchester","0900344700",2015,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",53899.3
"Manchester","0900344700",2015,"","Local/Municipal Government",3,"Number","Number of Employers",19
"Mansfield","0901344910",2014,"23","Construction",-1,"Number","Annual Average Employment",118.75
"Mansfield","0901344910",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",73834.6
"Mansfield","0901344910",2014,"23","Construction",-1,"Number","Number of Employers",23
"Mansfield","0901344910",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",32.33
"Mansfield","0901344910",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",52170.7
"Mansfield","0901344910",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",5
"Mansfield","0901344910",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",768.58
"Mansfield","0901344910",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",21067.4
"Mansfield","0901344910",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",43
"Mansfield","0901344910",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",11460.1
"Mansfield","0901344910",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",51197.2
"Mansfield","0901344910",2014,"","Total - All Industries",-1,"Number","Number of Employers",362
"Mansfield","0901344910",2014,"","Total Government",-1,"Number","Annual Average Employment",7240.58
"Mansfield","0901344910",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",60952.1
"Mansfield","0901344910",2014,"","Total Government",-1,"Number","Number of Employers",22
"Mansfield","0901344910",2014,"","State Government",1,"Number","Annual Average Employment",6370.75
"Mansfield","0901344910",2014,"","State Government",1,"US Dollars","Annual Average Wage",62969.1
"Mansfield","0901344910",2014,"","State Government",1,"Number","Number of Employers",4
"Mansfield","0901344910",2014,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",1238.25
"Mansfield","0901344910",2014,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",20971.8
"Mansfield","0901344910",2014,"72","Accommodation and Food Services",2,"Number","Number of Employers",48
"Mansfield","0901344910",2014,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",1049.25
"Mansfield","0901344910",2014,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",45774
"Mansfield","0901344910",2014,"62","Health Care and Social Assistance",3,"Number","Number of Employers",50
"Mansfield","0901344910",2015,"23","Construction",-1,"Number","Annual Average Employment",144.75
"Mansfield","0901344910",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",72449.7
"Mansfield","0901344910",2015,"23","Construction",-1,"Number","Number of Employers",22
"Mansfield","0901344910",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",30.58
"Mansfield","0901344910",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",56386.2
"Mansfield","0901344910",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",4
"Mansfield","0901344910",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",756
"Mansfield","0901344910",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",22730.3
"Mansfield","0901344910",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",44
"Mansfield","0901344910",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",11386.5
"Mansfield","0901344910",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",53544.8
"Mansfield","0901344910",2015,"","Total - All Industries",-1,"Number","Number of Employers",369
"Mansfield","0901344910",2015,"","Total Government",-1,"Number","Annual Average Employment",7195.83
"Mansfield","0901344910",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",63850
"Mansfield","0901344910",2015,"","Total Government",-1,"Number","Number of Employers",21
"Mansfield","0901344910",2015,"","State Government",1,"Number","Annual Average Employment",6362.58
"Mansfield","0901344910",2015,"","State Government",1,"US Dollars","Annual Average Wage",65799.3
"Mansfield","0901344910",2015,"","State Government",1,"Number","Number of Employers",4
"Mansfield","0901344910",2015,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",1216.92
"Mansfield","0901344910",2015,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",22566.1
"Mansfield","0901344910",2015,"72","Accommodation and Food Services",2,"Number","Number of Employers",50
"Mansfield","0901344910",2015,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",1012.75
"Mansfield","0901344910",2015,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",45380
"Mansfield","0901344910",2015,"62","Health Care and Social Assistance",3,"Number","Number of Employers",49
"Marlborough","0900345820",2014,"23","Construction",-1,"Number","Annual Average Employment",51.08
