"Town/County","FIPS","Year","NAICS Code","Industry Name","Rank","Measure Type","Variable","Value"
"Litchfield","0900543370",2018,"","Local/Municipal Government",3,"Number","Number of Employers",15
"Litchfield County","09005",2014,"","All Industries",-1,"Number","Annual Average Employment",61312
"Litchfield County","09005",2014,"","All Industries",-1,"US Dollars","Annual Average Wage",43302
"Litchfield County","09005",2014,"","All Industries",-1,"Number","Number of Employers",5872
"Litchfield County","09005",2014,"23","Construction",-1,"Number","Annual Average Employment",1973
"Litchfield County","09005",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",57690
"Litchfield County","09005",2014,"23","Construction",-1,"Number","Number of Employers",708
"Litchfield County","09005",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",9477
"Litchfield County","09005",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",56903
"Litchfield County","09005",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",373
"Litchfield County","09005",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",8320
"Litchfield County","09005",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",31276
"Litchfield County","09005",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",651
"Litchfield County","09005",2014,"","Total Government",-1,"Number","Annual Average Employment",8363
"Litchfield County","09005",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",51866.31
"Litchfield County","09005",2014,"","Total Government",-1,"Number","Number of Employers",332
"Litchfield County","09005",2014,"","Total Private",1,"Number","Annual Average Employment",52949
"Litchfield County","09005",2014,"","Total Private",1,"US Dollars","Annual Average Wage",41949
"Litchfield County","09005",2014,"","Total Private",1,"Number","Number of Employers",5540
"Litchfield County","09005",2014,"","Local/Municipal Government",2,"Number","Annual Average Employment",6570
"Litchfield County","09005",2014,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",49156
"Litchfield County","09005",2014,"","Local/Municipal Government",2,"Number","Number of Employers",246
"Litchfield County","09005",2014,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",2474
"Litchfield County","09005",2014,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",15840
"Litchfield County","09005",2014,"72","Accommodation and Food Services",3,"Number","Number of Employers",420
"Litchfield County","09005",2015,"","All Industries",-1,"Number","Annual Average Employment",61450
"Litchfield County","09005",2015,"","All Industries",-1,"US Dollars","Annual Average Wage",44713
"Litchfield County","09005",2015,"","All Industries",-1,"Number","Number of Employers",5948
"Litchfield County","09005",2015,"23","Construction",-1,"Number","Annual Average Employment",2012
"Litchfield County","09005",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",61910
"Litchfield County","09005",2015,"23","Construction",-1,"Number","Number of Employers",711
"Litchfield County","09005",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",9520
"Litchfield County","09005",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",57766
"Litchfield County","09005",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",361
"Litchfield County","09005",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",8242
"Litchfield County","09005",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32313
"Litchfield County","09005",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",661
"Litchfield County","09005",2015,"","Total Government",-1,"Number","Annual Average Employment",8253
"Litchfield County","09005",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",53375.99
"Litchfield County","09005",2015,"","Total Government",-1,"Number","Number of Employers",335
"Litchfield County","09005",2015,"","Total Private",1,"Number","Annual Average Employment",53198
"Litchfield County","09005",2015,"","Total Private",1,"US Dollars","Annual Average Wage",43368
"Litchfield County","09005",2015,"","Total Private",1,"Number","Number of Employers",5613
"Litchfield County","09005",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",6440
"Litchfield County","09005",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",50684
"Litchfield County","09005",2015,"","Local/Municipal Government",2,"Number","Number of Employers",248
"Litchfield County","09005",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",2483
"Litchfield County","09005",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",15859.5
"Litchfield County","09005",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",428
"Litchfield County","09005",2016,"","All Industries",-1,"Number","Annual Average Employment",60846
"Litchfield County","09005",2016,"","All Industries",-1,"US Dollars","Annual Average Wage",45198
"Litchfield County","09005",2016,"","All Industries",-1,"Number","Number of Employers",5958
"Litchfield County","09005",2016,"23","Construction",-1,"Number","Annual Average Employment",1923
"Litchfield County","09005",2016,"23","Construction",-1,"US Dollars","Annual Average Wage",60180.5
"Litchfield County","09005",2016,"23","Construction",-1,"Number","Number of Employers",707
"Litchfield County","09005",2016,"31-33","Manufacturing",-1,"Number","Annual Average Employment",9249
"Litchfield County","09005",2016,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",58699
"Litchfield County","09005",2016,"31-33","Manufacturing",-1,"Number","Number of Employers",359
"Litchfield County","09005",2016,"44-45","Retail Trade",-1,"Number","Annual Average Employment",8498
"Litchfield County","09005",2016,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32282
"Litchfield County","09005",2016,"44-45","Retail Trade",-1,"Number","Number of Employers",666
"Litchfield County","09005",2016,"","Total Government",-1,"Number","Annual Average Employment",8133
"Litchfield County","09005",2016,"","Total Government",-1,"US Dollars","Annual Average Wage",53842.93
"Litchfield County","09005",2016,"","Total Government",-1,"Number","Number of Employers",332
"Litchfield County","09005",2016,"","Total Private",1,"Number","Annual Average Employment",52713
"Litchfield County","09005",2016,"","Total Private",1,"US Dollars","Annual Average Wage",43864
"Litchfield County","09005",2016,"","Total Private",1,"Number","Number of Employers",5626
"Litchfield County","09005",2016,"","Local/Municipal Government",2,"Number","Annual Average Employment",6378
"Litchfield County","09005",2016,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",51200
"Litchfield County","09005",2016,"","Local/Municipal Government",2,"Number","Number of Employers",246
"Litchfield County","09005",2016,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",2530
"Litchfield County","09005",2016,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",17235
"Litchfield County","09005",2016,"72","Accommodation and Food Services",3,"Number","Number of Employers",427
"Litchfield County","09005",2017,"","All Industries",-1,"Number","Annual Average Employment",60509
"Litchfield County","09005",2017,"","All Industries",-1,"US Dollars","Annual Average Wage",46011
"Litchfield County","09005",2017,"","All Industries",-1,"Number","Number of Employers",6039
"Litchfield County","09005",2017,"23","Construction",-1,"Number","Annual Average Employment",1847
"Litchfield County","09005",2017,"23","Construction",-1,"US Dollars","Annual Average Wage",61844
"Litchfield County","09005",2017,"23","Construction",-1,"Number","Number of Employers",695
"Litchfield County","09005",2017,"31-33","Manufacturing",-1,"Number","Annual Average Employment",9116
"Litchfield County","09005",2017,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",60893
"Litchfield County","09005",2017,"31-33","Manufacturing",-1,"Number","Number of Employers",358
"Litchfield County","09005",2017,"44-45","Retail Trade",-1,"Number","Annual Average Employment",8438
"Litchfield County","09005",2017,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32739
"Litchfield County","09005",2017,"44-45","Retail Trade",-1,"Number","Number of Employers",663
"Litchfield County","09005",2017,"","Total Government",-1,"Number","Annual Average Employment",7933
"Litchfield County","09005",2017,"","Total Government",-1,"US Dollars","Annual Average Wage",55286.02
"Litchfield County","09005",2017,"","Total Government",-1,"Number","Number of Employers",329
"Litchfield County","09005",2017,"","Total Private",1,"Number","Annual Average Employment",52577
"Litchfield County","09005",2017,"","Total Private",1,"US Dollars","Annual Average Wage",44610
"Litchfield County","09005",2017,"","Total Private",1,"Number","Number of Employers",5710
"Litchfield County","09005",2017,"","Local/Municipal Government",2,"Number","Annual Average Employment",6264
"Litchfield County","09005",2017,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",52929
"Litchfield County","09005",2017,"","Local/Municipal Government",2,"Number","Number of Employers",248
"Litchfield County","09005",2017,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",2565.5
"Litchfield County","09005",2017,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",17476.5
"Litchfield County","09005",2017,"72","Accommodation and Food Services",3,"Number","Number of Employers",440
"Litchfield County","09005",2018,"","All Industries",-1,"Number","Annual Average Employment",61496
"Litchfield County","09005",2018,"","All Industries",-1,"US Dollars","Annual Average Wage",47419
"Litchfield County","09005",2018,"","All Industries",-1,"Number","Number of Employers",6177
"Litchfield County","09005",2018,"23","Construction",-1,"Number","Annual Average Employment",1942
"Litchfield County","09005",2018,"23","Construction",-1,"US Dollars","Annual Average Wage",66358
"Litchfield County","09005",2018,"23","Construction",-1,"Number","Number of Employers",721
"Litchfield County","09005",2018,"31-33","Manufacturing",-1,"Number","Annual Average Employment",9439
"Litchfield County","09005",2018,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",62012
"Litchfield County","09005",2018,"31-33","Manufacturing",-1,"Number","Number of Employers",365
"Litchfield County","09005",2018,"44-45","Retail Trade",-1,"Number","Annual Average Employment",8357
"Litchfield County","09005",2018,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32866
"Litchfield County","09005",2018,"44-45","Retail Trade",-1,"Number","Number of Employers",653
"Litchfield County","09005",2018,"","Total Government",-1,"Number","Annual Average Employment",7639
"Litchfield County","09005",2018,"","Total Government",-1,"US Dollars","Annual Average Wage",58241.92
"Litchfield County","09005",2018,"","Total Government",-1,"Number","Number of Employers",325
"Litchfield County","09005",2018,"","Total Private",1,"Number","Annual Average Employment",53856
"Litchfield County","09005",2018,"","Total Private",1,"US Dollars","Annual Average Wage",45884
"Litchfield County","09005",2018,"","Total Private",1,"Number","Number of Employers",5852
"Litchfield County","09005",2018,"","Local/Municipal Government",2,"Number","Annual Average Employment",6023
"Litchfield County","09005",2018,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",55209
"Litchfield County","09005",2018,"","Local/Municipal Government",2,"Number","Number of Employers",245
"Litchfield County","09005",2018,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",2599.5
"Litchfield County","09005",2018,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",16803.5
"Litchfield County","09005",2018,"72","Accommodation and Food Services",3,"Number","Number of Employers",435
"Lyme","0901144210",2014,"23","Construction",-1,"Number","Annual Average Employment",38.08
"Lyme","0901144210",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",55621.34
"Lyme","0901144210",2014,"23","Construction",-1,"Number","Number of Employers",9
"Lyme","0901144210",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",48.83
"Lyme","0901144210",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",46712.29
"Lyme","0901144210",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",4
"Lyme","0901144210",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",218.67
"Lyme","0901144210",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",52702.57
"Lyme","0901144210",2014,"","Total - All Industries",-1,"Number","Number of Employers",65
"Lyme","0901144210",2014,"","Total Government",-1,"Number","Annual Average Employment",22.42
"Lyme","0901144210",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",29069.35
"Lyme","0901144210",2014,"","Total Government",-1,"Number","Number of Employers",7
"Lyme","0901144210",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",21.33
"Lyme","0901144210",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",28820.77
"Lyme","0901144210",2014,"","Local/Municipal Government",1,"Number","Number of Employers",6
"Lyme","0901144210",2014,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",19.75
"Lyme","0901144210",2014,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",51660.1
"Lyme","0901144210",2014,"62","Health Care and Social Assistance",2,"Number","Number of Employers",4
"Lyme","0901144210",2014,"81","Other Services (except Public Administration)",3,"Number","Annual Average Employment",17.08
"Lyme","0901144210",2014,"81","Other Services (except Public Administration)",3,"US Dollars","Annual Average Wage",27624
"Lyme","0901144210",2014,"81","Other Services (except Public Administration)",3,"Number","Number of Employers",13
"Lyme","0901144210",2015,"23","Construction",-1,"Number","Annual Average Employment",35.08
"Lyme","0901144210",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",63843.16
"Lyme","0901144210",2015,"23","Construction",-1,"Number","Number of Employers",10
"Lyme","0901144210",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",42.83
"Lyme","0901144210",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",56048.24
"Lyme","0901144210",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",5
"Lyme","0901144210",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",213.58
"Lyme","0901144210",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",58701.96
"Lyme","0901144210",2015,"","Total - All Industries",-1,"Number","Number of Employers",65
"Lyme","0901144210",2015,"","Total Government",-1,"Number","Annual Average Employment",22.25
"Lyme","0901144210",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",32250.43
"Lyme","0901144210",2015,"","Total Government",-1,"Number","Number of Employers",7
"Lyme","0901144210",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",21.17
"Lyme","0901144210",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",31145.62
"Lyme","0901144210",2015,"","Local/Municipal Government",1,"Number","Number of Employers",6
"Lyme","0901144210",2015,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",20.42
"Lyme","0901144210",2015,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",64901.83
"Lyme","0901144210",2015,"62","Health Care and Social Assistance",2,"Number","Number of Employers",4
"Lyme","0901144210",2015,"81","Other Services (except Public Administration)",3,"Number","Annual Average Employment",18.58
"Lyme","0901144210",2015,"81","Other Services (except Public Administration)",3,"US Dollars","Annual Average Wage",31040.83
"Lyme","0901144210",2015,"81","Other Services (except Public Administration)",3,"Number","Number of Employers",16
"Lyme","0901144210",2016,"23","Construction",-1,"Number","Annual Average Employment",40.83
"Lyme","0901144210",2016,"23","Construction",-1,"US Dollars","Annual Average Wage",62219.73
"Lyme","0901144210",2016,"23","Construction",-1,"Number","Number of Employers",11
"Lyme","0901144210",2016,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2016,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2016,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2016,"44-45","Retail Trade",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2016,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2016,"44-45","Retail Trade",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2016,"","Total - All Industries",-1,"Number","Annual Average Employment",212.33
"Lyme","0901144210",2016,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",55753.26
"Lyme","0901144210",2016,"","Total - All Industries",-1,"Number","Number of Employers",60
"Lyme","0901144210",2016,"","Total Government",-1,"Number","Annual Average Employment",22.83
"Lyme","0901144210",2016,"","Total Government",-1,"US Dollars","Annual Average Wage",32543.26
"Lyme","0901144210",2016,"","Total Government",-1,"Number","Number of Employers",7
"Lyme","0901144210",2016,"","Local/Municipal Government",1,"Number","Annual Average Employment",21.83
"Lyme","0901144210",2016,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",31154.75
"Lyme","0901144210",2016,"","Local/Municipal Government",1,"Number","Number of Employers",6
"Lyme","0901144210",2016,"81","Other Services (except Public Administration)",2,"Number","Annual Average Employment",18
"Lyme","0901144210",2016,"81","Other Services (except Public Administration)",2,"US Dollars","Annual Average Wage",34898.83
"Lyme","0901144210",2016,"81","Other Services (except Public Administration)",2,"Number","Number of Employers",14
"Lyme","0901144210",2016,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",17.83
"Lyme","0901144210",2016,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",36054.79
"Lyme","0901144210",2016,"62","Health Care and Social Assistance",3,"Number","Number of Employers",3
"Lyme","0901144210",2017,"23","Construction",-1,"Number","Annual Average Employment",39.58
"Lyme","0901144210",2017,"23","Construction",-1,"US Dollars","Annual Average Wage",63135.33
"Lyme","0901144210",2017,"23","Construction",-1,"Number","Number of Employers",11
"Lyme","0901144210",2017,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2017,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2017,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2017,"44-45","Retail Trade",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2017,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2017,"44-45","Retail Trade",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2017,"","Total - All Industries",-1,"Number","Annual Average Employment",182.25
"Lyme","0901144210",2017,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",62847.36
"Lyme","0901144210",2017,"","Total - All Industries",-1,"Number","Number of Employers",57
"Lyme","0901144210",2017,"","Total Government",-1,"Number","Annual Average Employment",24.08
"Lyme","0901144210",2017,"","Total Government",-1,"US Dollars","Annual Average Wage",31530.48
"Lyme","0901144210",2017,"","Total Government",-1,"Number","Number of Employers",7
"Lyme","0901144210",2017,"54","Professional, Scientific, and Technical Services",1,"Number","Annual Average Employment",31
"Lyme","0901144210",2017,"54","Professional, Scientific, and Technical Services",1,"US Dollars","Annual Average Wage",98024.94
"Lyme","0901144210",2017,"54","Professional, Scientific, and Technical Services",1,"Number","Number of Employers",8
"Lyme","0901144210",2017,"","Local/Municipal Government",2,"Number","Annual Average Employment",23.08
"Lyme","0901144210",2017,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",30350.6
"Lyme","0901144210",2017,"","Local/Municipal Government",2,"Number","Number of Employers",6
"Lyme","0901144210",2017,"81","Other Services (except Public Administration)",3,"Number","Annual Average Employment",18.25
"Lyme","0901144210",2017,"81","Other Services (except Public Administration)",3,"US Dollars","Annual Average Wage",35784.99
"Lyme","0901144210",2017,"81","Other Services (except Public Administration)",3,"Number","Number of Employers",13
"Lyme","0901144210",2018,"23","Construction",-1,"Number","Annual Average Employment",32.5
"Lyme","0901144210",2018,"23","Construction",-1,"US Dollars","Annual Average Wage",63926.83
"Lyme","0901144210",2018,"23","Construction",-1,"Number","Number of Employers",9
"Lyme","0901144210",2018,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2018,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2018,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2018,"44-45","Retail Trade",-1,"Number","Annual Average Employment",-9999
"Lyme","0901144210",2018,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",-9999
"Lyme","0901144210",2018,"44-45","Retail Trade",-1,"Number","Number of Employers",-9999
"Lyme","0901144210",2018,"","Total - All Industries",-1,"Number","Annual Average Employment",177.92
"Lyme","0901144210",2018,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",59710.16
"Lyme","0901144210",2018,"","Total - All Industries",-1,"Number","Number of Employers",53
"Lyme","0901144210",2018,"","Total Government",-1,"Number","Annual Average Employment",23.75
"Lyme","0901144210",2018,"","Total Government",-1,"US Dollars","Annual Average Wage",31478.44
"Lyme","0901144210",2018,"","Total Government",-1,"Number","Number of Employers",7
"Lyme","0901144210",2018,"","Local/Municipal Government",1,"Number","Annual Average Employment",22.75
"Lyme","0901144210",2018,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",30203.78
"Lyme","0901144210",2018,"","Local/Municipal Government",1,"Number","Number of Employers",6
"Lyme","0901144210",2018,"81","Other Services (except Public Administration)",2,"Number","Annual Average Employment",18.08
"Lyme","0901144210",2018,"81","Other Services (except Public Administration)",2,"US Dollars","Annual Average Wage",31051.63
"Lyme","0901144210",2018,"81","Other Services (except Public Administration)",2,"Number","Number of Employers",10
"Lyme","0901144210",2018,"42","Wholesale Trade",3,"Number","Annual Average Employment",9.25
"Lyme","0901144210",2018,"42","Wholesale Trade",3,"US Dollars","Annual Average Wage",87644.65
"Lyme","0901144210",2018,"42","Wholesale Trade",3,"Number","Number of Employers",6
"Madison","0900944560",2014,"23","Construction",-1,"Number","Annual Average Employment",110.5
"Madison","0900944560",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",40830.43
"Madison","0900944560",2014,"23","Construction",-1,"Number","Number of Employers",45
"Madison","0900944560",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",144.92
"Madison","0900944560",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",51548.07
"Madison","0900944560",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",12
"Madison","0900944560",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",656.25
"Madison","0900944560",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",30925.38
"Madison","0900944560",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",64
"Madison","0900944560",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",4819.08
"Madison","0900944560",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",48832.41
"Madison","0900944560",2014,"","Total - All Industries",-1,"Number","Number of Employers",663
"Madison","0900944560",2014,"","Total Government",-1,"Number","Annual Average Employment",879.42
"Madison","0900944560",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",51262.07
"Madison","0900944560",2014,"","Total Government",-1,"Number","Number of Employers",20
"Madison","0900944560",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",786.67
"Madison","0900944560",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",50891.06
"Madison","0900944560",2014,"","Local/Municipal Government",1,"Number","Number of Employers",18
"Madison","0900944560",2014,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",722.67
"Madison","0900944560",2014,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",35027.83
"Madison","0900944560",2014,"62","Health Care and Social Assistance",2,"Number","Number of Employers",64
"Madison","0900944560",2014,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",599.92
"Madison","0900944560",2014,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",19351.6
"Madison","0900944560",2014,"72","Accommodation and Food Services",3,"Number","Number of Employers",43
"Madison","0900944560",2015,"23","Construction",-1,"Number","Annual Average Employment",122.67
"Madison","0900944560",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",46219.29
"Madison","0900944560",2015,"23","Construction",-1,"Number","Number of Employers",45
"Madison","0900944560",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",136.67
"Madison","0900944560",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",52200.68
"Madison","0900944560",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",11
"Madison","0900944560",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",623.5
"Madison","0900944560",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32793.05
"Madison","0900944560",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",65
"Madison","0900944560",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",4953.83
"Madison","0900944560",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",50941.63
"Madison","0900944560",2015,"","Total - All Industries",-1,"Number","Number of Employers",677
"Madison","0900944560",2015,"","Total Government",-1,"Number","Annual Average Employment",889.33
"Madison","0900944560",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",53600.84
"Madison","0900944560",2015,"","Total Government",-1,"Number","Number of Employers",20
"Madison","0900944560",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",794.58
"Madison","0900944560",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",53192.75
"Madison","0900944560",2015,"","Local/Municipal Government",1,"Number","Number of Employers",18
"Madison","0900944560",2015,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",715.58
"Madison","0900944560",2015,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",36532.51
"Madison","0900944560",2015,"62","Health Care and Social Assistance",2,"Number","Number of Employers",66
"Madison","0900944560",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",688.08
"Madison","0900944560",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",19761.24
"Madison","0900944560",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",45
"Madison","0900944560",2016,"23","Construction",-1,"Number","Annual Average Employment",125.83
"Madison","0900944560",2016,"23","Construction",-1,"US Dollars","Annual Average Wage",41086.78
"Madison","0900944560",2016,"23","Construction",-1,"Number","Number of Employers",46
"Madison","0900944560",2016,"31-33","Manufacturing",-1,"Number","Annual Average Employment",133
"Madison","0900944560",2016,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",52247.94
"Madison","0900944560",2016,"31-33","Manufacturing",-1,"Number","Number of Employers",11
"Madison","0900944560",2016,"44-45","Retail Trade",-1,"Number","Annual Average Employment",607.08
"Madison","0900944560",2016,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",33423.19
"Madison","0900944560",2016,"44-45","Retail Trade",-1,"Number","Number of Employers",62
"Madison","0900944560",2016,"","Total - All Industries",-1,"Number","Annual Average Employment",5067.08
"Madison","0900944560",2016,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",52663.69
"Madison","0900944560",2016,"","Total - All Industries",-1,"Number","Number of Employers",686
"Madison","0900944560",2016,"","Total Government",-1,"Number","Annual Average Employment",888
"Madison","0900944560",2016,"","Total Government",-1,"US Dollars","Annual Average Wage",51763.33
"Madison","0900944560",2016,"","Total Government",-1,"Number","Number of Employers",20
"Madison","0900944560",2016,"","Local/Municipal Government",1,"Number","Annual Average Employment",797
"Madison","0900944560",2016,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",51492.06
"Madison","0900944560",2016,"","Local/Municipal Government",1,"Number","Number of Employers",18
"Madison","0900944560",2016,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",743.08
"Madison","0900944560",2016,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",36904.21
"Madison","0900944560",2016,"62","Health Care and Social Assistance",2,"Number","Number of Employers",66
"Madison","0900944560",2016,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",721.33
"Madison","0900944560",2016,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",20027.28
"Madison","0900944560",2016,"72","Accommodation and Food Services",3,"Number","Number of Employers",44
"Madison","0900944560",2017,"23","Construction",-1,"Number","Annual Average Employment",115.5
"Madison","0900944560",2017,"23","Construction",-1,"US Dollars","Annual Average Wage",41736.25
"Madison","0900944560",2017,"23","Construction",-1,"Number","Number of Employers",43
"Madison","0900944560",2017,"31-33","Manufacturing",-1,"Number","Annual Average Employment",122.75
"Madison","0900944560",2017,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",51926.79
